Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDE39,OUT018,1828.3947
FDN49,OUT027,1153.7025
DRG11,OUT035,1622.0413
NCA18,OUT049,2010.0055
FDM36,OUT018,2774.74
FDW32,OUT017,1448.7107
NCQ18,OUT010,213.73756
FDX14,OUT027,2168.7712
FDD46,OUT017,2515.8525
FDI34,OUT019,531.7478
NCJ17,OUT035,1447.4453
FDB52,OUT035,4113.4155
FDV55,OUT018,2520.2004
FDC57,OUT046,3081.402
FDB29,OUT046,2010.0055
NCO43,OUT035,1616.9963
FDG44,OUT045,830.7912
FDJ34,OUT045,2064.309
FDH40,OUT049,1398.5018
NCD07,OUT027,3403.9832
FDB41,OUT017,732.02716
FDH47,OUT018,1391.0735
DRK37,OUT035,3082.6829
FDM25,OUT019,429.4828
NCX06,OUT045,3101.5188
NCS05,OUT017,2086.581
FDS39,OUT045,2064.309
FDC47,OUT027,5715.387
FDG20,OUT013,2931.5618
DRL23,OUT017,1623.3066
FDY33,OUT013,2579.4749
NCH18,OUT045,4061.2588
FDX47,OUT035,2536.1133
NCB06,OUT045,2592.0374
FDP36,OUT049,743.39264
FDW44,OUT018,2774.74
NCU41,OUT018,2872.439
NCS17,OUT046,1523.1201
FDD46,OUT035,2536.1133
FDE45,OUT017,2929.6902
FDI09,OUT017,4045.5662
NCJ54,OUT010,575.35406
NCA29,OUT018,2774.74
NCN41,OUT027,3142.2988
FDY34,OUT035,2606.135
NCG55,OUT035,2011.1573
DRM49,OUT046,690.2732
NCB42,OUT049,2010.0055
FDE58,OUT045,2010.0055
DRJ25,OUT013,735.6661
FDS47,OUT010,186.58907
FDY21,OUT049,3085.0422
NCI54,OUT013,1693.6814
FDO24,OUT017,2573.307
FDY43,OUT035,2879.795
FDF35,OUT018,1503.7108
NCP29,OUT019,169.8558
FDN28,OUT027,2663.6938
FDJ50,OUT018,730.5055
FDQ14,OUT027,3997.742
FDC37,OUT035,1622.0413
FDN08,OUT046,2031.4911
FDD04,OUT035,2065.4607
FDW34,OUT018,3464.494
FDP04,OUT017,1013.44116
NCG07,OUT017,3082.6829
NCN14,OUT018,2872.439
FDJ16,OUT045,878.7186
NCM42,OUT045,1626.1493
NCF19,OUT046,741.6092
FDY21,OUT018,2947.7046
FDY19,OUT035,2011.1573
FDV09,OUT045,2527.3228
FDA28,OUT013,2089.6875
FDC38,OUT018,1830.9147
FDL28,OUT045,3781.7478
NCH43,OUT049,3610.8596
NCN53,OUT045,642.2763
NCW05,OUT017,1623.3066
NCO30,OUT018,2872.439
FDT04,OUT019,76.10554
FDB27,OUT018,2947.7046
NCK07,OUT013,2767.6345
NCA53,OUT013,735.6661
FDB33,OUT018,2413.288
FDU37,OUT017,1276.2401
FDR13,OUT035,2011.1573
FDE45,OUT049,2934.4182
FDV37,OUT017,3082.6829
FDX44,OUT019,280.88214
NCL06,OUT017,4091.863
FDJ28,OUT045,3081.402
FDX55,OUT049,3610.8596
NCK17,OUT018,603.6929
FDH52,OUT035,942.8327
FDN13,OUT027,2663.6938
FDK44,OUT018,2774.74
FDU16,OUT046,1400.307
FDZ07,OUT017,920.18677
NCN06,OUT027,4229.307
FDH02,OUT010,194.20311
NCW18,OUT045,3933.945
FDH57,OUT013,2089.6875
FDV35,OUT045,2534.8325
NCU29,OUT013,2522.4565
NCP02,OUT046,878.7186
FDN44,OUT013,2589.612
FDX03,OUT018,627.10675
FDR11,OUT010,381.11746
FDA36,OUT046,3081.402
FDP58,OUT027,5331.146
FDH31,OUT045,1576.4758
FDH34,OUT035,3082.6829
FDS13,OUT035,4119.64
FDT01,OUT018,3158.1758
FDY09,OUT049,2934.4182
FDV33,OUT027,6108.8765
NCW29,OUT010,281.50348
NCN17,OUT045,1618.8
FDX01,OUT046,2010.0055
FDL03,OUT049,3085.0422
DRL59,OUT049,846.93835
DRM11,OUT027,6117.512
FDA43,OUT049,3085.0422
FDZ56,OUT010,384.35974
FDI44,OUT018,1148.6211
FDB50,OUT013,1224.058
FDU15,OUT019,74.95537
NCJ19,OUT019,182.19891
FDD48,OUT013,2032.7727
NCW42,OUT035,3684.1692
FDL24,OUT017,2929.6902
NCB30,OUT013,3082.1858
FDK25,OUT013,2877.1387
FDW28,OUT049,3085.0422
FDD47,OUT017,2929.6902
FDK16,OUT019,261.0835
FDW37,OUT046,1464.7268
FDA48,OUT035,3684.1692
FDA14,OUT017,2515.8525
FDV15,OUT013,1623.3066
FDN22,OUT049,4106.5405
NCD55,OUT045,666.8594
FDY43,OUT013,2862.5417
NCU05,OUT017,1295.1757
FDF10,OUT035,2528.603
FDR39,OUT018,2872.439
FDG40,OUT013,629.84656
FDZ28,OUT019,311.20825
FDE02,OUT045,1481.4395
FDU60,OUT049,2879.3403
FDM21,OUT013,4130.0083
FDV52,OUT019,274.99487
NCW06,OUT013,3082.1858
FDX36,OUT035,3722.2202
FDT35,OUT027,4332.984
NCL19,OUT010,278.91296
NCD31,OUT046,2604.8542
FDE53,OUT019,280.19797
FDW58,OUT019,247.55466
DRF48,OUT046,3081.402
FDW57,OUT035,2932.0588
DRH13,OUT017,1623.3066
FDT33,OUT013,2862.5417
DRK47,OUT027,5715.387
FDY22,OUT010,320.15152
FDC35,OUT019,564.22327
FDO03,OUT013,3780.183
FDF24,OUT045,1388.1799
FDF56,OUT018,2782.8757
FDD28,OUT013,839.2118
FDG53,OUT027,3203.2458
FDO27,OUT019,262.0832
NCF54,OUT018,2745.8315
FDC20,OUT027,1801.2449
FDU10,OUT046,666.8594
DRA24,OUT018,2420.8594
FDA02,OUT010,367.31137
FDG10,OUT017,871.2654
FDW39,OUT010,444.66595
FDP04,OUT019,182.13338
NCM55,OUT013,3082.1858
FDG47,OUT045,4102.4272
NCU41,OUT017,3082.6829
NCK31,OUT017,739.6755
FDZ46,OUT045,1626.1493
FDU13,OUT027,4013.0403
NCF19,OUT045,741.6092
NCJ43,OUT013,2931.5618
NCJ05,OUT045,2532.6045
FDS04,OUT027,3203.2458
FDX28,OUT010,237.60588
FDB41,OUT027,1160.1483
FDG53,OUT046,2064.309
FDL15,OUT010,376.80054
FDQ08,OUT049,882.1545
DRN36,OUT013,1573.4111
FDI46,OUT013,4130.0083
FDG16,OUT027,5300.1646
FDV32,OUT013,874.4278
FDF44,OUT010,281.44495
FDK04,OUT018,814.2954
NCA41,OUT013,3082.1858
FDD51,OUT017,667.41693
NCZ53,OUT045,3081.402
FDP01,OUT027,3997.742
FDY25,OUT049,2984.4897
FDB17,OUT018,2782.8757
NCV54,OUT018,1826.4569
FDJ32,OUT017,985.6424
FDA37,OUT049,2064.309
FDG35,OUT035,2932.0588
NCM05,OUT018,3772.028
FDG45,OUT046,3608.0251
FDH28,OUT013,654.4296
NCE18,OUT049,4106.5405
FDH38,OUT045,2010.0055
FDR56,OUT013,3082.1858
FDH17,OUT027,2641.88
FDD39,OUT049,3610.8596
FDB41,OUT049,743.39264
NCR53,OUT046,3705.0078
FDX46,OUT017,871.2654
FDV28,OUT049,637.5732
FDA08,OUT018,2420.8594
FDH45,OUT017,667.41693
NCS38,OUT010,262.61078
FDD40,OUT010,516.2074
DRM59,OUT035,2533.8853
NCJ43,OUT018,2774.74
NCN29,OUT013,735.6661
NCC19,OUT045,3081.402
FDR56,OUT035,3082.6829
FDZ43,OUT049,4071.5964
FDJ32,OUT010,153.28859
DRH03,OUT017,1467.1438
NCZ54,OUT035,2606.135
FDE26,OUT017,2518.6572
FDS03,OUT045,1016.2888
DRZ24,OUT019,310.9727
FDO48,OUT027,5344.804
FDW39,OUT049,2934.4182
NCK05,OUT049,882.1545
NCK30,OUT017,4085.6384
FDT27,OUT018,3296.7957
FDS08,OUT019,429.4828
NCJ19,OUT049,846.93835
FDC58,OUT045,676.9989
DRE37,OUT013,3082.1858
FDW02,OUT035,2065.4607
FDJ02,OUT010,373.2407
FDX09,OUT045,2930.778
FDT31,OUT010,468.31998
FDI24,OUT049,2934.4182
FDY09,OUT045,2930.778
FDV28,OUT045,642.2763
DRM47,OUT049,3085.0422
FDT52,OUT019,530.4153
FDI48,OUT018,784.4735
FDY55,OUT017,4085.6384
FDU48,OUT013,2089.6875
FDN25,OUT045,878.7186
FDP20,OUT049,2064.309
FDJ15,OUT013,3082.1858
FDD04,OUT018,1830.9147
FDY58,OUT045,3781.7478
FDR37,OUT018,2884.8706
FDF44,OUT013,2089.6875
FDD32,OUT045,1400.307
FDR57,OUT017,2523.3623
DRG39,OUT027,1801.2449
FDX15,OUT017,2578.1985
DRN37,OUT045,2609.846
FDW40,OUT027,3203.2458
FDB32,OUT049,1480.2131
FDM40,OUT018,1839.9471
FDE39,OUT027,3058.8862
DRH49,OUT017,1401.6521
FDT46,OUT049,743.39264
NCF06,OUT035,4113.4155
FDP07,OUT017,3082.6829
FDC04,OUT013,4095.0642
FDZ32,OUT017,1623.3066
FDD50,OUT045,2878.5142
FDU56,OUT017,3082.6829
FDV34,OUT017,1013.44116
NCY41,OUT013,633.7988
NCK18,OUT046,2616.1584
DRH25,OUT049,766.7802
FDT57,OUT046,4084.3916
FDV56,OUT018,1503.7108
FDV12,OUT045,1570.9939
FDN52,OUT017,1448.7107
FDX38,OUT035,741.6092
FDE47,OUT018,1830.9147
NCO07,OUT013,3689.723
FDV09,OUT027,4013.0403
FDZ23,OUT019,502.617
DRH51,OUT018,1350.046
NCY54,OUT045,2930.778
DRG49,OUT013,4095.0642
NCC19,OUT049,3085.0422
NCV53,OUT045,4061.2588
FDZ47,OUT019,253.23346
NCO26,OUT018,1763.1758
NCP02,OUT045,942.8327
NCW30,OUT018,3523.0696
NCN55,OUT046,4061.2588
FDB20,OUT010,165.62057
DRL11,OUT013,2554.692
DRD60,OUT045,3098.6707
FDW14,OUT010,186.58907
FDL27,OUT010,164.29314
FDU09,OUT018,814.2954
DRH36,OUT027,2095.386
FDP34,OUT027,4253.714
FDE04,OUT017,2929.6902
FDZ57,OUT027,3174.4026
FDF02,OUT010,217.57959
FDG28,OUT045,4061.2588
NCI31,OUT046,642.2763
FDT43,OUT013,737.8427
FDU20,OUT046,2064.309
FDD53,OUT013,664.56915
FDW15,OUT045,2527.3228
NCT53,OUT045,2604.8542
NCG55,OUT027,3058.8862
FDD48,OUT035,2003.0665
FDG47,OUT049,4112.765
FDI21,OUT017,1016.8977
FDT27,OUT017,3836.1858
DRO35,OUT013,2032.7727
FDD33,OUT017,3813.3623
FDC04,OUT035,4078.4714
FDY34,OUT013,2597.1833
DRJ49,OUT049,2064.309
FDE05,OUT049,2722.2458
FDU31,OUT017,3651.8083
NCN19,OUT027,5140.0923
FDK56,OUT027,5140.0923
FDK58,OUT017,1623.3066
NCJ42,OUT035,1622.0413
FDZ34,OUT027,5247.558
FDA52,OUT018,2774.74
NCR29,OUT013,839.2118
FDT48,OUT035,3157.285
DRJ51,OUT019,531.7478
NCS54,OUT046,2930.778
FDV01,OUT035,2533.8853
DRG51,OUT027,4229.307
NCG42,OUT013,2089.6875
FDA51,OUT049,2010.0055
FDV19,OUT010,417.14948
NCT18,OUT045,3101.5188
NCS41,OUT045,3081.402
FDO03,OUT046,3738.1255
FDL12,OUT010,153.28859
FDY37,OUT010,329.3855
FDI58,OUT049,1462.367
FDT28,OUT018,2349.0146
NCC42,OUT010,281.44495
FDO01,OUT017,2086.581
FDJ02,OUT013,2519.6514
FDQ04,OUT018,612.59753
DRL47,OUT013,2089.6875
FDZ32,OUT035,1622.0413
FDC35,OUT035,3664.7007
FDX14,OUT045,1072.0436
FDZ35,OUT013,1623.3066
FDL14,OUT013,2527.1616
FDO04,OUT049,846.93835
DRK11,OUT017,2515.8525
FDB44,OUT018,3200.6614
FDZ50,OUT049,3085.0422
FDI12,OUT027,2617.494
FDU43,OUT017,3963.0955
FDD58,OUT010,210.08128
FDB27,OUT017,3082.6829
FDB04,OUT018,1350.046
NCO17,OUT013,2052.3599
FDL12,OUT017,871.2654
DRJ13,OUT049,2595.8328
FDD57,OUT045,1570.9939
FDW19,OUT035,1684.0375
DRD27,OUT018,1498.6659
FDH27,OUT027,4073.948
NCW30,OUT027,6117.512
FDR40,OUT018,1166.9437
FDG05,OUT013,2538.9912
NCY41,OUT019,75.61895
FDI38,OUT018,3166.2231
FDR20,OUT046,676.9989
FDE09,OUT017,1628.5664
FDN50,OUT019,261.7749
DRF27,OUT045,2527.3228
DRF51,OUT013,633.7988
NCO02,OUT019,182.997
FDB51,OUT027,1760.8186
FDJ50,OUT013,807.6798
FDN52,OUT013,1445.5088
FDX14,OUT013,1221.6943
FDT27,OUT019,531.7478
FDV10,OUT013,654.4296
FDU33,OUT046,690.2732
FDU58,OUT046,3081.402
NCP42,OUT027,5278.0894
FDL51,OUT027,5300.1646
DRH15,OUT027,1152.7793
FDU16,OUT017,1448.7107
FDW15,OUT017,2515.8525
FDQ44,OUT045,2064.309
NCI06,OUT027,5056.4746
DRK23,OUT019,531.6775
FDC28,OUT035,1627.301
NCY17,OUT019,79.03942
NCV05,OUT018,2353.5203
FDM34,OUT019,310.95892
DRD60,OUT027,5221.232
FDT38,OUT046,1446.2937
FDQ57,OUT018,2326.631
FDE59,OUT027,1130.7644
NCM43,OUT046,2604.8542
DRI51,OUT049,2934.4182
NCG30,OUT017,2086.581
NCK54,OUT035,2003.0665
FDQ16,OUT019,277.85983
FDI36,OUT013,3082.1858
FDX16,OUT027,4013.0403
FDA34,OUT046,2930.778
FDJ48,OUT018,3490.252
FDU47,OUT035,2065.4607
FDS39,OUT046,2064.309
FDD11,OUT046,4096.2026
FDM16,OUT027,1982.2418
FDU56,OUT018,2892.556
FDQ32,OUT017,2086.581
DRK35,OUT013,654.4296
FDA58,OUT049,3765.93
DRG48,OUT019,259.18826
FDT59,OUT010,575.35406
FDQ31,OUT019,252.82983
FDS51,OUT018,918.5838
FDW32,OUT027,2487.5518
FDI15,OUT027,4378.475
NCV30,OUT017,931.3033
DRG25,OUT049,3085.0422
FDT02,OUT013,629.84656
FDO33,OUT027,3058.8862
FDP38,OUT035,743.7858
FDZ45,OUT035,3082.6829
NCA54,OUT027,5056.4746
FDU33,OUT017,732.02716
FDN58,OUT017,3781.4368
FDI05,OUT045,1146.1014
FDM57,OUT019,254.92119
NCS42,OUT027,2637.222
FDB57,OUT045,3673.1292
FDC03,OUT045,3081.402
FDZ58,OUT013,2089.6875
NCK29,OUT045,2064.309
NCR53,OUT045,3705.0078
FDE26,OUT027,4073.948
FDU52,OUT049,2531.1548
FDE41,OUT027,2399.6838
FDU38,OUT018,2872.439
FDA52,OUT017,2929.6902
FDW46,OUT046,1016.2888
DRI59,OUT035,3722.2202
FDT38,OUT035,1447.4453
FDL33,OUT018,2947.7046
FDQ01,OUT027,6108.8765
FDJ08,OUT046,3081.402
FDQ47,OUT049,639.60284
NCZ18,OUT013,4130.0083
FDE29,OUT017,920.18677
FDF10,OUT027,4045.6248
FDC48,OUT049,1400.8828
FDY58,OUT013,3823.8052
NCX30,OUT010,594.9947
FDV11,OUT013,2931.5618
FDT46,OUT046,741.6092
DRD01,OUT019,176.17955
FDQ11,OUT013,4130.0083
NCM41,OUT017,1467.1438
NCC55,OUT013,631.8763
FDG45,OUT027,5300.1646
NCQ54,OUT049,2864.7434
FDM34,OUT045,2064.309
FDD17,OUT019,530.4153
FDN38,OUT027,6108.8765
FDB53,OUT018,2349.0146
NCL06,OUT035,4119.64
NCV18,OUT019,254.92119
FDX25,OUT013,3102.3025
FDB39,OUT046,878.7186
FDC33,OUT049,3085.0422
NCO14,OUT018,627.10675
FDA58,OUT027,6122.156
NCQ02,OUT017,3082.6829
NCR53,OUT017,3788.0024
FDN52,OUT046,1446.2937
FDG26,OUT046,4096.2026
FDE23,OUT027,1455.306
DRI37,OUT013,857.839
DRH37,OUT018,2492.7126
FDO01,OUT035,2065.4607
FDK45,OUT049,2001.9149
FDP23,OUT049,3610.8596
FDM33,OUT035,3671.9736
FDD36,OUT017,2084.0613
FDL56,OUT017,1448.7107
FDT27,OUT010,575.35406
FDG52,OUT017,680.69116
NCL42,OUT035,4078.4714
DRJ24,OUT046,3081.402
FDV38,OUT046,830.7912
FDT35,OUT045,2878.5142
FDY51,OUT045,3608.0251
FDC37,OUT017,1623.3066
NCP43,OUT013,2981.6333
FDO33,OUT045,1695.3936
FDW04,OUT018,1830.9147
NCC31,OUT046,2532.6045
FDK22,OUT049,3610.8596
FDJ50,OUT017,871.2654
FDV13,OUT017,1448.7107
DRL60,OUT017,2515.8525
FDW03,OUT017,1623.3066
FDY27,OUT035,2932.0588
FDB39,OUT027,1801.2449
FDU59,OUT045,2604.8542
FDZ57,OUT049,2064.309
FDO21,OUT049,3715.3452
FDS43,OUT018,2872.439
FDU28,OUT010,474.3762
FDC51,OUT010,253.12447
FDW16,OUT010,194.12411
FDP32,OUT010,284.75214
FDB60,OUT019,455.71164
NCQ30,OUT046,2061.7893
FDD26,OUT049,3085.0422
FDI44,OUT045,1276.0468
DRH23,OUT046,878.7186
FDO44,OUT046,1677.7263
FDG04,OUT046,3081.402
FDM32,OUT027,2645.961
FDM09,OUT013,2877.1387
FDZ47,OUT013,1615.7954
FDM40,OUT027,3211.2961
FDY48,OUT017,1621.2172
NCM30,OUT045,676.9989
FDX36,OUT010,630.473
DRF03,OUT017,657.27734
FDN51,OUT049,4112.765
FDM57,OUT049,1400.8828
FDB35,OUT049,1466.6454
FDY13,OUT027,2296.8003
FDA37,OUT017,2086.581
NCX53,OUT017,2086.581
FDD59,OUT018,1171.0015
FDX10,OUT019,76.0498
FDC03,OUT018,2872.439
FDW43,OUT035,3732.8672
FDW10,OUT046,2930.778
FDY14,OUT027,6117.512
FDV43,OUT045,726.8821
FDO40,OUT013,2519.6514
FDP46,OUT027,2637.222
NCE43,OUT019,384.47305
FDD05,OUT035,2062.941
FDJ60,OUT010,386.9872
DRE27,OUT018,1405.9414
FDO11,OUT035,4113.4155
DRG11,OUT027,2659.8538
FDK33,OUT010,593.9985
DRM23,OUT045,2850.9753
FDJ02,OUT027,4073.948
NCZ05,OUT045,1620.8895
NCL30,OUT013,2089.6875
FDZ19,OUT018,2774.74
FDM45,OUT049,2064.309
FDO36,OUT046,2949.5793
NCK31,OUT045,741.6092
DRJ37,OUT045,2532.6045
FDP24,OUT018,1828.3947
FDF46,OUT013,2032.7727
FDX46,OUT019,193.19244
NCL18,OUT045,3081.402
FDJ26,OUT013,3647.2366
FDJ07,OUT045,2010.0055
FDY15,OUT013,2524.9336
DRG01,OUT045,1146.1014
FDF58,OUT045,1016.2888
FDZ14,OUT019,282.35538
FDP31,OUT049,945.3677
FDH45,OUT013,664.56915
FDA09,OUT010,444.66595
FDW31,OUT035,3082.6829
FDA57,OUT046,666.8594
NCE55,OUT035,2932.0588
FDC17,OUT019,493.33698
FDC59,OUT013,946.3229
FDA22,OUT013,2862.5417
FDK52,OUT035,3722.2202
NCM26,OUT046,2532.6045
NCT53,OUT035,2815.6702
FDW45,OUT018,2349.0146
NCI18,OUT035,3722.2202
FDE38,OUT018,2420.8594
FDF08,OUT019,252.82983
FDY58,OUT010,575.35406
FDF58,OUT019,169.32137
FDX39,OUT017,3694.2947
FDB44,OUT049,3653.3455
FDF28,OUT013,2089.6875
FDE39,OUT013,2032.7727
FDT37,OUT018,3516.6538
FDZ45,OUT017,3124.3743
FDO40,OUT035,2528.603
FDM57,OUT027,2452.0378
DRG36,OUT017,2929.6902
FDY36,OUT010,164.29314
DRL60,OUT027,3997.742
FDS25,OUT019,275.86044
DRF49,OUT027,3403.9832
FDP16,OUT045,4061.2588
FDS60,OUT049,2984.4897
FDU15,OUT027,1130.7644
FDK43,OUT046,2064.309
FDN25,OUT046,878.7186
FDE53,OUT049,1620.8895
FDB22,OUT013,2527.1616
FDE39,OUT017,2084.0613
FDX35,OUT035,3773.4949
NCG54,OUT049,2879.3403
FDH27,OUT035,2531.4082
NCK42,OUT013,3647.2366
FDS25,OUT049,1626.1493
FDI10,OUT018,2774.74
FDU35,OUT035,1616.9963
FDI04,OUT017,3124.3743
DRK23,OUT035,4113.4155
FDB53,OUT019,351.44656
FDY02,OUT049,4112.765
FDM60,OUT035,666.8594
NCJ31,OUT010,578.4512
DRP35,OUT017,2086.581
NCQ30,OUT018,1830.9147
DRL11,OUT010,381.11746
FDU01,OUT013,3082.1858
FDR39,OUT035,2967.0903
FDO08,OUT046,2604.8542
FDC02,OUT045,4102.4272
NCZ29,OUT035,2065.4607
FDF29,OUT010,282.02914
FDZ23,OUT017,3082.6829
NCU53,OUT018,2420.8594
NCW30,OUT013,4130.0083
NCM26,OUT027,4181.454
FDV50,OUT027,3142.2988
FDW15,OUT049,2525.8726
FDI35,OUT027,5221.232
FDO11,OUT017,4085.6384
FDN48,OUT046,1464.7268
NCA17,OUT049,2525.8726
NCN54,OUT013,1224.058
FDP22,OUT013,735.6661
NCB54,OUT035,2065.4607
FDD08,OUT045,646.2285
DRM48,OUT010,111.7532
FDG41,OUT027,3351.361
FDE44,OUT027,1522.9941
FDE26,OUT035,2531.4082
NCS38,OUT013,2084.288
NCJ54,OUT018,3207.3538
FDI40,OUT019,269.8089
FDN45,OUT018,3181.6416
FDU43,OUT046,4056.1306
FDI04,OUT010,414.10083
NCC07,OUT018,1503.7108
NCC07,OUT019,246.1825
NCD18,OUT045,3781.7478
FDU55,OUT035,4119.64
FDX59,OUT035,642.2763
FDR52,OUT049,3085.0422
NCP17,OUT013,949.7793
FDQ32,OUT045,2064.309
NCT17,OUT049,3085.0422
FDO10,OUT049,846.93835
FDE32,OUT049,639.60284
FDN44,OUT045,2587.1458
FDH02,OUT035,1447.4453
FDK60,OUT013,1615.7954
FDS24,OUT019,252.94783
FDL03,OUT010,644.2256
FDB46,OUT027,5300.1646
FDO48,OUT049,3715.3452
FDZ39,OUT049,1620.8895
FDT02,OUT027,1130.7644
FDC50,OUT013,1506.2432
FDP39,OUT035,743.7858
DRG15,OUT018,842.8098
FDP10,OUT018,1503.7108
FDF53,OUT027,5157.4917
FDN34,OUT045,2850.9753
FDK02,OUT045,2064.309
FDC23,OUT045,2930.778
FDJ10,OUT019,312.32794
FDE53,OUT035,1622.0413
FDR25,OUT035,4143.7705
FDW50,OUT046,2604.8542
FDS09,OUT049,745.5694
FDW49,OUT010,446.4563
FDU51,OUT046,2949.5793
FDF28,OUT018,1830.9147
NCY30,OUT018,2782.8757
FDD44,OUT045,4102.4272
FDX09,OUT017,2929.6902
NCF30,OUT013,2089.6875
FDZ50,OUT019,509.91187
FDW37,OUT013,1445.5088
FDD11,OUT049,4106.5405
DRH39,OUT018,1030.8954
FDA36,OUT049,3085.0422
NCG43,OUT049,1462.367
FDF02,OUT035,1622.0413
FDP57,OUT027,2663.6938
NCE42,OUT017,3807.5918
NCR38,OUT027,6108.8765
FDP03,OUT019,300.5199
FDO51,OUT035,676.9989
NCQ42,OUT046,2064.309
NCM41,OUT046,1446.2937
FDH48,OUT027,2452.0378
DRF60,OUT046,3952.8794
FDJ27,OUT035,1619.9518
FDQ14,OUT013,2519.6514
FDN27,OUT017,2034.8591
NCQ02,OUT046,3081.402
FDJ33,OUT049,2064.309
FDP07,OUT027,5278.0894
DRE01,OUT049,4071.5964
FDU36,OUT045,1613.3783
FDL28,OUT017,3804.775
NCX53,OUT046,2064.309
FDZ39,OUT013,1623.3066
NCP42,OUT013,3082.1858
FDJ14,OUT035,1389.3317
FDK04,OUT049,846.93835
NCC19,OUT017,3082.6829
FDS09,OUT018,728.4442
FDZ02,OUT046,1613.3783
FDD35,OUT018,1830.9147
NCY42,OUT017,2518.6572
FDB05,OUT045,4061.2588
FDF20,OUT035,3082.6829
NCO41,OUT018,1453.8152
FDC40,OUT027,2297.3628
FDV58,OUT045,3081.402
FDZ57,OUT045,2064.309
DRM35,OUT046,2954.5393
DRN36,OUT018,1387.7346
FDQ13,OUT046,1402.688
DRO35,OUT010,262.83392
NCD43,OUT035,1622.0413
FDA51,OUT018,1763.1758
NCX17,OUT027,6178.147
NCZ17,OUT049,662.15625
FDR11,OUT027,4229.307
FDW34,OUT049,4071.5964
FDN50,OUT017,1467.1438
FDS09,OUT046,741.6092
FDS48,OUT018,2349.0146
FDL44,OUT049,2603.404
DRF48,OUT018,2872.439
FDA14,OUT018,2323.8262
NCD30,OUT049,1570.9939
FDI16,OUT017,734.2038
NCG06,OUT035,4119.64
DRZ24,OUT035,2065.4607
NCS17,OUT045,1506.6455
FDB37,OUT045,4061.2588
FDE10,OUT035,2065.4607
FDC57,OUT045,3081.402
FDM12,OUT018,2872.439
FDE24,OUT049,2064.309
FDW22,OUT045,3617.973
DRD01,OUT027,1656.3502
NCZ18,OUT027,6108.8765
FDN49,OUT045,666.8594
FDR22,OUT035,2048.1284
FDV08,OUT019,124.9531
FDY39,OUT046,3081.402
FDV36,OUT049,2064.309
FDO60,OUT045,726.8821
FDU04,OUT027,3136.3254
FDR20,OUT027,1455.306
FDW19,OUT019,277.85983
FDU40,OUT049,3085.0422
FDK15,OUT045,1576.4758
DRF15,OUT035,2528.603
FDQ25,OUT017,2929.6902
FDI48,OUT019,150.33882
FDS49,OUT046,1276.0468
FDV22,OUT046,2565.709
NCV42,OUT046,1626.1493
FDX26,OUT046,3081.402
FDI33,OUT018,1350.046
FDZ14,OUT049,2064.309
FDG10,OUT013,839.2118
FDM38,OUT018,718.7303
FDG26,OUT027,6108.8765
FDH46,OUT035,1619.9518
FDN13,OUT018,1496.1996
FDU57,OUT035,2528.603
NCI06,OUT046,2957.592
FDM38,OUT045,798.5293
NCG42,OUT010,281.50348
FDL39,OUT045,2957.592
FDT31,OUT019,501.6421
FDV59,OUT013,3647.2366
FDB49,OUT035,1619.9518
FDD58,OUT049,1618.8
DRN59,OUT046,741.6092
FDX48,OUT049,2531.1548
FDQ11,OUT049,4106.5405
FDY12,OUT049,772.40643
FDQ11,OUT045,4096.2026
DRI11,OUT017,2029.666
FDY32,OUT027,4229.307
FDS51,OUT045,931.7162
FDR19,OUT010,358.08276
DRB13,OUT018,2872.439
FDS21,OUT035,942.8327
FDQ40,OUT045,2930.778
NCE55,OUT013,2931.5618
FDX43,OUT027,4354.3438
FDS12,OUT049,2064.309
DRK01,OUT027,2649.8396
FDN25,OUT017,871.2654
FDB60,OUT046,3081.402
FDQ13,OUT017,1404.0331
DRK13,OUT045,3081.402
DRF25,OUT018,579.1099
NCD42,OUT019,75.684944
FDW25,OUT045,1430.8293
NCV29,OUT027,5056.4746
NCK42,OUT035,3637.301
DRJ13,OUT027,4256.693
DRD15,OUT017,3807.5918
FDM27,OUT045,2534.8325
FDZ50,OUT018,2872.439
FDC04,OUT046,4061.2588
FDF50,OUT049,3085.0422
FDP15,OUT045,4096.2026
FDK46,OUT035,4119.64
FDZ56,OUT018,2580.9172
FDY60,OUT049,2199.0752
FDB10,OUT035,3970.092
FDR57,OUT045,2534.8325
FDU58,OUT049,3085.0422
FDH02,OUT046,1446.2937
FDP48,OUT013,3102.3025
FDI46,OUT035,4113.4155
FDW56,OUT013,3082.1858
NCM19,OUT010,238.79778
FDS50,OUT027,5433.4194
FDK24,OUT013,677.84344
FDO36,OUT017,2967.0903
FDK45,OUT027,3058.8862
NCL05,OUT045,690.2732
FDL32,OUT018,1782.6006
FDA28,OUT049,2064.309
FDY36,OUT018,990.94354
FDP32,OUT018,1830.9147
FDL50,OUT046,2064.309
DRC24,OUT049,2525.8726
NCS18,OUT017,1623.3066
FDD16,OUT017,1146.2948
NCV18,OUT013,1430.0447
FDX07,OUT046,3081.402
NCZ05,OUT027,2663.6938
NCI31,OUT013,633.7988
FDK14,OUT049,1400.8828
NCR06,OUT045,676.9989
NCF54,OUT049,2934.4182
DRG23,OUT010,383.83435
FDD53,OUT046,676.9989
NCM31,OUT027,3203.2458
FDT16,OUT017,4091.863
FDR40,OUT035,1276.0468
